store,item,date,sales_forecast,day_in_forecast
3,16,2018-01-06,31.017109,6
3,16,2018-01-07,33.67039,7
3,16,2018-01-08,34.43566,8
3,16,2018-01-09,36.679306,9
3,16,2018-01-10,36.73366,10
3,16,2018-01-11,31.982346,11
3,16,2018-01-12,35.90168,12
3,16,2018-01-13,33.09557,13
3,16,2018-01-14,36.130367,14
3,16,2018-01-15,35.053257,15
3,16,2018-01-16,35.064224,16
3,16,2018-01-17,34.921585,17
3,16,2018-01-18,36.0436,18
3,16,2018-01-19,35.663,19
3,16,2018-01-20,35.354855,20
3,16,2018-01-21,36.44381,21
3,16,2018-01-22,35.827946,22
3,16,2018-01-23,36.358418,23
3,16,2018-01-24,39.343975,24
3,16,2018-01-25,35.011677,25
3,16,2018-01-26,33.23614,26
3,16,2018-01-27,34.787907,27
3,16,2018-01-28,33.61256,28
3,16,2018-01-29,34.551624,29
3,16,2018-01-30,33.759357,30
3,16,2018-01-31,33.75886,31
3,16,2018-02-01,31.58992,32
3,16,2018-02-02,32.412354,33
3,16,2018-02-03,31.58313,34
3,16,2018-02-04,30.746342,35
3,16,2018-02-05,31.892956,36
3,16,2018-02-06,30.533562,37
3,16,2018-02-07,31.307808,38
3,16,2018-02-08,31.737434,39
3,16,2018-02-09,33.386086,40
3,16,2018-02-10,30.030693,41
3,16,2018-02-11,32.19914,42
3,16,2018-02-12,30.665548,43
3,16,2018-02-13,32.457848,44
3,16,2018-02-14,30.951248,45
3,16,2018-02-15,31.192402,46
3,16,2018-02-16,32.19763,47
3,16,2018-02-17,27.838306,48
3,16,2018-02-18,34.251247,49
3,16,2018-02-19,30.213188,50
3,16,2018-02-20,33.640366,51
3,16,2018-02-21,33.4647,52
3,16,2018-02-22,34.446877,53
3,16,2018-02-23,31.843334,54
3,16,2018-02-24,31.4394,55
3,16,2018-02-25,30.607574,56
3,16,2018-02-26,28.896454,57
3,16,2018-02-27,31.697933,58
3,16,2018-02-28,30.8756,59
3,16,2018-03-01,33.057644,60
3,16,2018-03-02,32.310867,61
3,16,2018-03-03,28.812805,62
3,16,2018-03-04,30.826424,63
3,16,2018-03-05,30.223846,64
3,16,2018-03-06,30.63866,65
3,16,2018-03-07,30.1767,66
3,16,2018-03-08,28.385294,67
3,16,2018-03-09,29.41816,68
3,16,2018-03-10,26.303782,69
3,16,2018-03-11,27.610126,70
3,16,2018-03-12,28.172066,71
3,16,2018-03-13,30.48097,72
3,16,2018-03-14,30.02701,73
3,16,2018-03-15,28.925022,74
3,16,2018-03-16,29.37585,75
3,16,2018-03-17,28.865927,76
3,16,2018-03-18,27.604294,77
3,16,2018-03-19,29.265045,78
3,16,2018-03-20,29.810505,79
3,16,2018-03-21,30.913311,80
3,16,2018-03-22,30.879568,81
3,16,2018-03-23,31.26786,82
3,16,2018-03-24,28.252369,83
3,16,2018-03-25,29.870071,84
3,16,2018-03-26,26.626163,85
3,16,2018-03-27,29.532408,86
3,16,2018-03-28,31.100178,87
3,16,2018-03-29,29.749435,88
3,16,2018-03-30,30.1527,89
3,16,2018-03-31,28.243917,90
4,16,2018-01-01,30.447206,1
4,16,2018-01-02,32.74047,2
4,16,2018-01-03,33.611298,3
4,16,2018-01-04,33.130363,4
4,16,2018-01-05,34.019794,5
4,16,2018-01-06,28.670334,6
4,16,2018-01-07,31.014973,7
4,16,2018-01-08,31.730556,8
4,16,2018-01-09,33.73858,9
4,16,2018-01-10,33.775406,10
4,16,2018-01-11,29.490398,11
4,16,2018-01-12,33.04079,12
4,16,2018-01-13,30.519535,13
4,16,2018-01-14,33.19768,14
4,16,2018-01-15,32.292973,15
4,16,2018-01-16,32.302578,16
4,16,2018-01-17,32.16512,17
4,16,2018-01-18,33.135693,18
4,16,2018-01-19,32.826977,19
4,16,2018-01-20,32.542747,20
4,16,2018-01-21,33.514168,21
4,16,2018-01-22,33.00711,22
4,16,2018-01-23,33.46289,23
4,16,2018-01-24,36.1755,24
4,16,2018-01-25,32.242924,25
4,16,2018-01-26,30.657637,26
4,16,2018-01-27,32.051884,27
4,16,2018-01-28,30.983868,28
4,16,2018-01-29,31.81709,29
4,16,2018-01-30,31.130161,30
4,16,2018-01-31,31.110374,31
4,16,2018-02-01,29.173954,32
4,16,2018-02-02,29.892403,33
4,16,2018-02-03,29.135612,34
4,16,2018-02-04,28.386864,35
4,16,2018-02-05,29.462946,36
4,16,2018-02-06,28.210562,37
4,16,2018-02-07,28.90511,38
4,16,2018-02-08,29.298912,39
4,16,2018-02-09,30.783466,40
4,16,2018-02-10,27.755047,41
4,16,2018-02-11,29.711555,42
4,16,2018-02-12,28.286438,43
4,16,2018-02-13,29.933447,44
4,16,2018-02-14,28.581625,45
4,16,2018-02-15,28.802273,46
4,16,2018-02-16,29.690702,47
4,16,2018-02-17,25.770494,48
4,16,2018-02-18,31.53659,49
4,16,2018-02-19,27.888535,50
4,16,2018-02-20,31.009613,51
4,16,2018-02-21,30.853008,52
4,16,2018-02-22,31.725964,53
4,16,2018-02-23,29.353899,54
4,16,2018-02-24,29.019335,55
4,16,2018-02-25,28.27115,56
4,16,2018-02-26,26.713627,57
4,16,2018-02-27,29.256567,58
4,16,2018-02-28,28.522526,59
4,16,2018-03-01,30.478127,60
4,16,2018-03-02,29.833881,61
4,16,2018-03-03,26.643688,62
4,16,2018-03-04,28.459702,63
4,16,2018-03-05,27.922829,64
4,16,2018-03-06,28.277557,65
4,16,2018-03-07,27.88667,66
4,16,2018-03-08,26.250784,67
4,16,2018-03-09,27.187721,68
4,16,2018-03-10,24.369791,69
4,16,2018-03-11,25.54287,70
4,16,2018-03-12,26.085566,71
4,16,2018-03-13,28.150312,72
4,16,2018-03-14,27.7458,73
4,16,2018-03-15,26.735783,74
4,16,2018-03-16,27.153912,75
4,16,2018-03-17,26.685797,76
4,16,2018-03-18,25.5392,77
4,16,2018-03-19,27.050903,78
4,16,2018-03-20,27.548067,79
4,16,2018-03-21,28.541445,80
4,16,2018-03-22,28.49937,81
4,16,2018-03-23,28.88669,82
4,16,2018-03-24,26.135582,83
4,16,2018-03-25,27.59385,84
4,16,2018-03-26,24.644613,85
4,16,2018-03-27,27.281643,86
4,16,2018-03-28,28.688053,87
4,16,2018-03-29,27.459246,88
4,16,2018-03-30,27.859655,89
4,16,2018-03-31,26.095778,90
5,16,2018-01-01,22.541927,1
5,16,2018-01-02,24.167057,2
5,16,2018-01-03,24.771643,3
5,16,2018-01-04,24.419008,4
5,16,2018-01-05,25.025265,5
5,16,2018-01-06,21.444794,6
5,16,2018-01-07,22.917683,7
5,16,2018-01-08,23.491972,8
5,16,2018-01-09,24.80013,9
5,16,2018-01-10,24.882437,10
5,16,2018-01-11,21.923445,11
5,16,2018-01-12,24.32798,12
5,16,2018-01-13,22.655027,13
5,16,2018-01-14,24.321411,14
5,16,2018-01-15,23.887543,15
5,16,2018-01-16,23.851398,16
5,16,2018-01-17,23.773949,17
5,16,2018-01-18,24.339275,18
5,16,2018-01-19,24.18937,19
5,16,2018-01-20,24.02583,20
5,16,2018-01-21,24.668438,21
5,16,2018-01-22,24.319685,22
5,16,2018-01-23,24.672428,23
5,16,2018-01-24,26.512358,24
5,16,2018-01-25,23.813263,25
5,16,2018-01-26,22.776022,26
5,16,2018-01-27,23.702675,27
5,16,2018-01-28,22.935663,28
5,16,2018-01-29,23.518936,29
5,16,2018-01-30,23.064484,30
5,16,2018-01-31,23.005844,31
5,16,2018-02-01,21.739594,32
5,16,2018-02-02,22.195723,33
5,16,2018-02-03,21.637594,34
5,16,2018-02-04,21.153923,35
5,16,2018-02-05,21.951796,36
5,16,2018-02-06,21.04687,37
5,16,2018-02-07,21.563467,38
5,16,2018-02-08,21.821753,39
5,16,2018-02-09,22.804739,40
5,16,2018-02-10,20.73468,41
5,16,2018-02-11,22.053534,42
5,16,2018-02-12,21.072205,43
5,16,2018-02-13,22.193953,44
5,16,2018-02-14,21.272411,45
5,16,2018-02-15,21.491282,46
5,16,2018-02-16,22.04379,47
5,16,2018-02-17,19.390615,48
5,16,2018-02-18,23.332195,49
5,16,2018-02-19,20.843618,50
5,16,2018-02-20,22.98607,51
5,16,2018-02-21,22.893726,52
5,16,2018-02-22,23.45046,53
5,16,2018-02-23,21.807833,54
5,16,2018-02-24,21.661062,55
5,16,2018-02-25,21.085943,56
5,16,2018-02-26,20.031809,57
5,16,2018-02-27,21.73666,58
5,16,2018-02-28,21.26336,59
5,16,2018-03-01,22.636614,60
5,16,2018-03-02,22.213037,61
5,16,2018-03-03,20.003582,62
5,16,2018-03-04,21.252687,63
5,16,2018-03-05,20.857935,64
5,16,2018-03-06,21.048183,65
5,16,2018-03-07,20.812185,66
5,16,2018-03-08,19.680546,67
5,16,2018-03-09,20.335342,68
5,16,2018-03-10,18.369444,69
5,16,2018-03-11,19.176619,70
5,16,2018-03-12,19.563469,71
5,16,2018-03-13,20.939125,72
5,16,2018-03-14,20.709608,73
5,16,2018-03-15,19.986628,74
5,16,2018-03-16,20.306795,75
5,16,2018-03-17,19.96091,76
5,16,2018-03-18,19.202232,77
5,16,2018-03-19,20.276667,78
5,16,2018-03-20,20.586508,79
5,16,2018-03-21,21.218063,80
5,16,2018-03-22,21.229229,81
5,16,2018-03-23,21.507383,82
5,16,2018-03-24,19.595798,83
5,16,2018-03-25,20.617682,84
5,16,2018-03-26,18.571802,85
5,16,2018-03-27,20.42588,86
5,16,2018-03-28,21.323767,87
5,16,2018-03-29,20.44824,88
5,16,2018-03-30,20.798698,89
5,16,2018-03-31,19.498167,90
6,16,2018-01-01,22.837173,1
6,16,2018-01-02,24.477978,2
6,16,2018-01-03,25.08232,3
6,16,2018-01-04,24.742134,4
6,16,2018-01-05,25.327711,5
6,16,2018-01-06,21.709171,6
6,16,2018-01-07,23.196846,7
6,16,2018-01-08,23.803871,8
6,16,2018-01-09,25.145288,9
6,16,2018-01-10,25.219349,10
6,16,2018-01-11,22.194855,11
6,16,2018-01-12,24.641758,12
6,16,2018-01-13,22.959505,13
6,16,2018-01-14,24.631342,14
6,16,2018-01-15,24.19621,15
6,16,2018-01-16,24.171396,16
6,16,2018-01-17,24.07844,17
6,16,2018-01-18,24.66599,18
6,16,2018-01-19,24.498827,19
6,16,2018-01-20,24.3406,20
6,16,2018-01-21,24.982101,21
6,16,2018-01-22,24.623796,22
6,16,2018-01-23,25.017088,23
6,16,2018-01-24,26.834621,24
6,16,2018-01-25,24.12076,25
6,16,2018-01-26,23.050705,26
6,16,2018-01-27,24.024117,27
6,16,2018-01-28,23.216116,28
6,16,2018-01-29,23.829556,29
6,16,2018-01-30,23.342512,30
6,16,2018-01-31,23.283884,31
6,16,2018-02-01,22.011354,32
6,16,2018-02-02,22.471289,33
6,16,2018-02-03,21.903204,34
6,16,2018-02-04,21.43079,35
6,16,2018-02-05,22.222992,36
6,16,2018-02-06,21.302912,37
6,16,2018-02-07,21.831446,38
6,16,2018-02-08,22.11411,39
6,16,2018-02-09,23.099018,40
6,16,2018-02-10,20.984203,41
6,16,2018-02-11,22.327244,42
6,16,2018-02-12,21.336319,43
6,16,2018-02-13,22.463371,44
6,16,2018-02-14,21.53545,45
6,16,2018-02-15,21.765327,46
6,16,2018-02-16,22.332863,47
6,16,2018-02-17,19.627323,48
6,16,2018-02-18,23.62832,49
6,16,2018-02-19,21.120209,50
6,16,2018-02-20,23.28441,51
6,16,2018-02-21,23.178352,52
6,16,2018-02-22,23.743942,53
6,16,2018-02-23,22.088947,54
6,16,2018-02-24,21.931633,55
6,16,2018-02-25,21.345545,56
6,16,2018-02-26,20.286697,57
6,16,2018-02-27,22.016726,58
6,16,2018-02-28,21.533247,59
6,16,2018-03-01,22.921474,60
6,16,2018-03-02,22.510292,61
6,16,2018-03-03,20.25108,62
6,16,2018-03-04,21.51391,63
6,16,2018-03-05,21.122576,64
6,16,2018-03-06,21.311607,65
6,16,2018-03-07,21.071663,66
6,16,2018-03-08,19.934605,67
6,16,2018-03-09,20.596247,68
6,16,2018-03-10,18.588743,69
6,16,2018-03-11,19.407915,70
6,16,2018-03-12,19.785463,71
6,16,2018-03-13,21.18952,72
6,16,2018-03-14,20.96298,73
6,16,2018-03-15,20.226774,74
6,16,2018-03-16,20.54296,75
6,16,2018-03-17,20.200235,76
6,16,2018-03-18,19.424538,77
6,16,2018-03-19,20.528044,78
6,16,2018-03-20,20.846893,79
6,16,2018-03-21,21.477283,80
6,16,2018-03-22,21.49445,81
6,16,2018-03-23,21.763086,82
6,16,2018-03-24,19.846865,83
6,16,2018-03-25,20.867573,84
6,16,2018-03-26,18.817537,85
6,16,2018-03-27,20.683615,86
6,16,2018-03-28,21.581575,87
6,16,2018-03-29,20.704594,88
6,16,2018-03-30,21.062618,89
6,16,2018-03-31,19.730894,90
7,16,2018-01-01,20.229456,1
7,16,2018-01-02,21.66471,2
7,16,2018-01-03,22.164314,3
7,16,2018-01-04,21.873579,4
7,16,2018-01-05,22.3629,5
7,16,2018-01-06,19.284407,6
7,16,2018-01-07,20.508783,7
7,16,2018-01-08,21.051632,8
7,16,2018-01-09,22.186527,9
7,16,2018-01-10,22.27155,10
7,16,2018-01-11,19.670877,11
7,16,2018-01-12,21.774578,12
7,16,2018-01-13,20.319315,13
7,16,2018-01-14,21.716406,14
7,16,2018-01-15,21.404247,15
7,16,2018-01-16,21.36974,16
7,16,2018-01-17,21.286892,17
7,16,2018-01-18,21.787586,18
7,16,2018-01-19,21.650816,19
7,16,2018-01-20,21.522388,20
7,16,2018-01-21,22.053528,21
7,16,2018-01-22,21.750244,22
7,16,2018-01-23,22.095943,23
7,16,2018-01-24,23.687843,24
7,16,2018-01-25,21.325586,25
7,16,2018-01-26,20.421318,26
7,16,2018-01-27,21.261438,27
7,16,2018-01-28,20.53839,28
7,16,2018-01-29,21.083458,29
7,16,2018-01-30,20.677212,30
7,16,2018-01-31,20.59133,31
7,16,2018-02-01,19.551138,32
7,16,2018-02-02,19.895008,33
7,16,2018-02-03,19.439892,34
7,16,2018-02-04,19.022514,35
7,16,2018-02-05,19.725132,36
7,16,2018-02-06,18.930119,37
7,16,2018-02-07,19.385248,38
7,16,2018-02-08,19.613646,39
7,16,2018-02-09,20.46588,40
7,16,2018-02-10,18.632801,41
7,16,2018-02-11,19.791872,42
7,16,2018-02-12,18.923368,43
7,16,2018-02-13,19.89058,44
7,16,2018-02-14,19.112083,45
7,16,2018-02-15,19.335268,46
7,16,2018-02-16,19.795856,47
7,16,2018-02-17,17.495808,48
7,16,2018-02-18,20.89316,49
7,16,2018-02-19,18.754509,50
7,16,2018-02-20,20.60882,51
7,16,2018-02-21,20.542116,52
7,16,2018-02-22,21.015663,53
7,16,2018-02-23,19.58942,54
7,16,2018-02-24,19.467283,55
7,16,2018-02-25,18.960125,56
7,16,2018-02-26,18.048813,57
7,16,2018-02-27,19.506344,58
7,16,2018-02-28,19.128927,59
7,16,2018-03-01,20.321018,60
7,16,2018-03-02,19.952501,61
7,16,2018-03-03,18.026613,62
7,16,2018-03-04,19.096807,63
7,16,2018-03-05,18.756695,64
7,16,2018-03-06,18.924755,65
7,16,2018-03-07,18.712423,66
7,16,2018-03-08,17.725073,67
7,16,2018-03-09,18.293201,68
7,16,2018-03-10,16.573853,69
7,16,2018-03-11,17.288256,70
7,16,2018-03-12,17.59126,71
7,16,2018-03-13,18.807226,72
7,16,2018-03-14,18.619848,73
7,16,2018-03-15,17.977278,74
7,16,2018-03-16,18.267782,75
7,16,2018-03-17,17.962538,76
7,16,2018-03-18,17.305408,77
7,16,2018-03-19,18.25626,78
7,16,2018-03-20,18.529856,79
7,16,2018-03-21,19.067118,80
7,16,2018-03-22,19.092257,81
7,16,2018-03-23,19.319998,82
7,16,2018-03-24,17.653046,83
7,16,2018-03-25,18.539217,84
7,16,2018-03-26,16.751184,85
7,16,2018-03-27,18.37103,86
7,16,2018-03-28,19.150015,87
7,16,2018-03-29,18.398655,88
7,16,2018-03-30,18.709126,89
7,16,2018-03-31,17.536077,90
8,16,2018-01-01,36.003895,1
8,16,2018-01-02,38.81218,2
8,16,2018-01-03,39.876812,3
8,16,2018-01-04,39.301888,4
8,16,2018-01-05,40.397415,5
8,16,2018-01-06,33.733833,6
8,16,2018-01-07,36.743908,7
8,16,2018-01-08,37.553528,8
8,16,2018-01-09,40.091145,9
8,16,2018-01-10,40.1318,10
8,16,2018-01-11,34.827816,11
8,16,2018-01-12,39.22925,12
8,16,2018-01-13,36.05828,13
8,16,2018-01-14,39.560417,14
8,16,2018-01-15,38.237743,15
8,16,2018-01-16,38.26183,16
8,16,2018-01-17,38.09105,17
8,16,2018-01-18,39.402027,18
8,16,2018-01-19,38.967636,19
8,16,2018-01-20,38.59971,20
8,16,2018-01-21,39.80559,21
8,16,2018-01-22,39.139633,22
8,16,2018-01-23,39.696457,23
8,16,2018-01-24,43.076336,24
8,16,2018-01-25,38.207275,25
8,16,2018-01-26,36.213436,26
8,16,2018-01-27,37.949596,27
8,16,2018-01-28,36.665825,28
8,16,2018-01-29,37.69933,29
8,16,2018-01-30,36.819195,30
8,16,2018-01-31,36.848736,31
8,16,2018-02-01,34.385952,32
8,16,2018-02-02,35.316833,33
8,16,2018-02-03,34.43504,34
8,16,2018-02-04,33.486565,35
8,16,2018-02-05,34.711468,36
8,16,2018-02-06,33.241985,37
8,16,2018-02-07,34.071247,38
8,16,2018-02-08,34.55293,39
8,16,2018-02-09,36.440727,40
8,16,2018-02-10,32.65635,41
8,16,2018-02-11,35.102016,42
8,16,2018-02-12,33.37628,43
8,16,2018-02-13,35.371284,44
8,16,2018-02-14,33.7067,45
8,16,2018-02-15,33.94619,46
8,16,2018-02-16,35.072018,47
8,16,2018-02-17,30.219456,48
8,16,2018-02-18,37.365894,49
8,16,2018-02-19,32.864643,50
8,16,2018-02-20,36.679234,51
8,16,2018-02-21,36.49826,52
8,16,2018-02-22,37.60616,53
8,16,2018-02-23,34.714916,54
8,16,2018-02-24,34.205505,55
8,16,2018-02-25,33.306206,56
8,16,2018-02-26,31.385235,57
8,16,2018-02-27,34.5341,58
8,16,2018-02-28,33.600407,59
8,16,2018-03-01,36.021915,60
8,16,2018-03-02,35.175774,61
8,16,2018-03-03,31.296707,62
8,16,2018-03-04,33.532005,63
8,16,2018-03-05,32.874973,64
8,16,2018-03-06,33.395615,65
8,16,2018-03-07,32.837875,66
8,16,2018-03-08,30.840221,67
8,16,2018-03-09,32.00204,68
8,16,2018-03-10,28.552017,69
8,16,2018-03-11,29.97982,70
8,16,2018-03-12,30.610672,71
8,16,2018-03-13,33.215504,72
8,16,2018-03-14,32.66984,73
8,16,2018-03-15,31.472198,74
8,16,2018-03-16,31.966629,75
8,16,2018-03-17,31.413158,76
8,16,2018-03-18,29.975891,77
8,16,2018-03-19,31.795414,78
8,16,2018-03-20,32.440933,79
8,16,2018-03-21,33.700047,80
8,16,2018-03-22,33.614105,81
8,16,2018-03-23,34.03897,82
8,16,2018-03-24,30.692202,83
8,16,2018-03-25,32.501965,84
8,16,2018-03-26,28.878462,85
8,16,2018-03-27,32.092075,86
8,16,2018-03-28,33.896366,87
8,16,2018-03-29,32.401123,88
8,16,2018-03-30,32.812786,89
8,16,2018-03-31,30.736345,90
9,16,2018-01-01,30.483433,1
9,16,2018-01-02,32.78636,2
9,16,2018-01-03,33.65977,3
9,16,2018-01-04,33.160908,4
9,16,2018-01-05,34.057655,5
9,16,2018-01-06,28.707254,6
9,16,2018-01-07,31.06097,7
9,16,2018-01-08,31.756866,8
9,16,2018-01-09,33.753315,9
9,16,2018-01-10,33.846333,10
9,16,2018-01-11,29.572332,11
9,16,2018-01-12,33.075195,12
9,16,2018-01-13,30.539434,13
9,16,2018-01-14,33.27101,14
9,16,2018-01-15,32.329132,15
9,16,2018-01-16,32.31674,16
9,16,2018-01-17,32.21312,17
9,16,2018-01-18,33.218822,18
9,16,2018-01-19,32.861214,19
9,16,2018-01-20,32.62062,20
9,16,2018-01-21,33.595078,21
9,16,2018-01-22,33.008316,22
9,16,2018-01-23,33.511707,23
9,16,2018-01-24,36.236244,24
9,16,2018-01-25,32.307022,25
9,16,2018-01-26,30.710817,26
9,16,2018-01-27,32.093952,27
9,16,2018-01-28,31.000168,28
9,16,2018-01-29,31.872734,29
9,16,2018-01-30,31.151299,30
9,16,2018-01-31,31.151642,31
9,16,2018-02-01,29.217747,32
9,16,2018-02-02,29.941103,33
9,16,2018-02-03,29.196962,34
9,16,2018-02-04,28.43294,35
9,16,2018-02-05,29.477316,36
9,16,2018-02-06,28.25055,37
9,16,2018-02-07,28.926435,38
9,16,2018-02-08,29.301325,39
9,16,2018-02-09,30.813913,40
9,16,2018-02-10,27.764317,41
9,16,2018-02-11,29.729713,42
9,16,2018-02-12,28.360916,43
9,16,2018-02-13,29.950312,44
9,16,2018-02-14,28.633608,45
9,16,2018-02-15,28.865166,46
9,16,2018-02-16,29.748856,47
9,16,2018-02-17,25.80968,48
9,16,2018-02-18,31.61436,49
9,16,2018-02-19,27.963991,50
9,16,2018-02-20,31.036343,51
9,16,2018-02-21,30.888956,52
9,16,2018-02-22,31.779514,53
9,16,2018-02-23,29.418732,54
9,16,2018-02-24,29.06192,55
9,16,2018-02-25,28.318295,56
9,16,2018-02-26,26.749449,57
9,16,2018-02-27,29.256964,58
9,16,2018-02-28,28.559967,59
9,16,2018-03-01,30.551844,60
9,16,2018-03-02,29.83911,61
9,16,2018-03-03,26.699047,62
9,16,2018-03-04,28.50418,63
9,16,2018-03-05,27.948084,64
9,16,2018-03-06,28.309803,65
9,16,2018-03-07,27.908985,66
9,16,2018-03-08,26.269308,67
9,16,2018-03-09,27.211933,68
9,16,2018-03-10,24.404425,69
9,16,2018-03-11,25.581627,70
9,16,2018-03-12,26.079735,71
9,16,2018-03-13,28.185911,72
9,16,2018-03-14,27.790232,73
9,16,2018-03-15,26.784628,74
9,16,2018-03-16,27.182213,75
9,16,2018-03-17,26.713541,76
9,16,2018-03-18,25.602303,77
9,16,2018-03-19,27.098743,78
9,16,2018-03-20,27.553137,79
9,16,2018-03-21,28.56772,80
9,16,2018-03-22,28.541937,81
9,16,2018-03-23,28.897509,82
9,16,2018-03-24,26.138868,83
9,16,2018-03-25,27.635464,84
9,16,2018-03-26,24.67175,85
9,16,2018-03-27,27.33996,86
9,16,2018-03-28,28.753662,87
9,16,2018-03-29,27.52841,88
9,16,2018-03-30,27.875328,89
9,16,2018-03-31,26.138184,90
10,16,2018-01-01,32.32735,1
10,16,2018-01-02,34.796387,2
10,16,2018-01-03,35.712112,3
10,16,2018-01-04,35.226513,4
10,16,2018-01-05,36.17479,5
10,16,2018-01-06,30.393143,6
10,16,2018-01-07,32.95983,7
10,16,2018-01-08,33.70641,8
10,16,2018-01-09,35.881527,9
10,16,2018-01-10,35.935726,10
10,16,2018-01-11,31.274364,11
10,16,2018-01-12,35.12392,12
10,16,2018-01-13,32.424534,13
10,16,2018-01-14,35.298126,14
10,16,2018-01-15,34.31807,15
10,16,2018-01-16,34.324234,16
10,16,2018-01-17,34.160763,17
10,16,2018-01-18,35.188316,18
10,16,2018-01-19,34.894226,19
10,16,2018-01-20,34.576263,20
10,16,2018-01-21,35.618027,21
10,16,2018-01-22,35.09848,22
10,16,2018-01-23,35.558186,23
10,16,2018-01-24,38.514404,24
10,16,2018-01-25,34.23552,25
10,16,2018-01-26,32.520355,26
10,16,2018-01-27,34.04828,27
10,16,2018-01-28,32.915436,28
10,16,2018-01-29,33.805206,29
10,16,2018-01-30,33.04303,30
10,16,2018-01-31,33.026276,31
10,16,2018-02-01,30.909765,32
10,16,2018-02-02,31.720062,33
10,16,2018-02-03,30.88219,34
10,16,2018-02-04,30.120905,35
10,16,2018-02-05,31.229725,36
10,16,2018-02-06,29.905169,37
10,16,2018-02-07,30.674194,38
10,16,2018-02-08,31.118519,39
10,16,2018-02-09,32.710583,40
10,16,2018-02-10,29.419914,41
10,16,2018-02-11,31.537716,42
10,16,2018-02-12,29.995224,43
10,16,2018-02-13,31.771294,44
10,16,2018-02-14,30.312927,45
10,16,2018-02-15,30.522106,46
10,16,2018-02-16,31.502796,47
10,16,2018-02-17,27.280106,48
10,16,2018-02-18,33.523376,49
10,16,2018-02-19,29.571459,50
10,16,2018-02-20,32.964012,51
10,16,2018-02-21,32.787964,52
10,16,2018-02-22,33.697174,53
10,16,2018-02-23,31.164108,54
10,16,2018-02-24,30.759499,55
10,16,2018-02-25,29.985662,56
10,16,2018-02-26,28.312893,57
10,16,2018-02-27,31.073776,58
10,16,2018-02-28,30.23669,59
10,16,2018-03-01,32.33325,60
10,16,2018-03-02,31.682579,61
10,16,2018-03-03,28.23604,62
10,16,2018-03-04,30.189987,63
10,16,2018-03-05,29.59935,64
10,16,2018-03-06,29.991203,65
10,16,2018-03-07,29.546053,66
10,16,2018-03-08,27.802067,67
10,16,2018-03-09,28.835445,68
10,16,2018-03-10,25.781864,69
10,16,2018-03-11,27.028715,70
10,16,2018-03-12,27.62328,71
10,16,2018-03-13,29.842566,72
10,16,2018-03-14,29.388693,73
10,16,2018-03-15,28.325623,74
10,16,2018-03-16,28.779211,75
10,16,2018-03-17,28.281572,76
10,16,2018-03-18,27.023483,77
10,16,2018-03-19,28.644249,78
10,16,2018-03-20,29.221104,79
10,16,2018-03-21,30.296865,80
10,16,2018-03-22,30.23375,81
10,16,2018-03-23,30.603867,82
10,16,2018-03-24,27.708841,83
10,16,2018-03-25,29.260109,84
10,16,2018-03-26,26.077166,85
10,16,2018-03-27,28.916355,86
10,16,2018-03-28,30.409943,87
10,16,2018-03-29,29.103792,88
10,16,2018-03-30,29.561197,89
10,16,2018-03-31,27.66289,90
1,17,2018-01-01,33.341663,1
1,17,2018-01-02,35.909626,2
1,17,2018-01-03,36.86931,3
1,17,2018-01-04,36.370674,4
1,17,2018-01-05,37.350555,5
1,17,2018-01-06,31.31289,6
1,17,2018-01-07,34.011105,7
1,17,2018-01-08,34.760082,8
1,17,2018-01-09,37.03113,9
1,17,2018-01-10,37.117924,10
1,17,2018-01-11,32.280243,11
1,17,2018-01-12,36.25659,12
1,17,2018-01-13,33.3958,13
1,17,2018-01-14,36.505466,14
1,17,2018-01-15,35.39383,15
1,17,2018-01-16,35.423645,16
1,17,2018-01-17,35.255936,17
1,17,2018-01-18,36.384567,18
1,17,2018-01-19,36.02617,19
1,17,2018-01-20,35.699074,20
1,17,2018-01-21,36.780514,21
1,17,2018-01-22,36.210766,22
1,17,2018-01-23,36.701664,23
1,17,2018-01-24,39.78576,24
1,17,2018-01-25,35.340843,25
1,17,2018-01-26,33.554817,26
1,17,2018-01-27,35.119255,27
1,17,2018-01-28,33.94633,28
1,17,2018-01-29,34.884018,29
1,17,2018-01-30,34.09922,30
1,17,2018-01-31,34.091545,31
1,17,2018-02-01,31.892475,32
1,17,2018-02-02,32.722874,33
1,17,2018-02-03,31.89289,34
1,17,2018-02-04,31.04115,35
1,17,2018-02-05,32.198284,36
1,17,2018-02-06,30.841938,37
1,17,2018-02-07,31.628304,38
1,17,2018-02-08,32.068493,39
1,17,2018-02-09,33.716827,40
1,17,2018-02-10,30.326233,41
1,17,2018-02-11,32.523346,42
1,17,2018-02-12,30.933456,43
1,17,2018-02-13,32.780136,44
1,17,2018-02-14,31.251072,45
1,17,2018-02-15,31.471828,46
1,17,2018-02-16,32.50162,47
1,17,2018-02-17,28.092844,48
1,17,2018-02-18,34.588284,49
1,17,2018-02-19,30.482878,50
1,17,2018-02-20,33.971886,51
1,17,2018-02-21,33.80978,52
1,17,2018-02-22,34.787376,53
1,17,2018-02-23,32.142258,54
1,17,2018-02-24,31.7309,55
1,17,2018-02-25,30.909386,56
1,17,2018-02-26,29.17235,57
1,17,2018-02-27,32.016827,58
1,17,2018-02-28,31.177631,59
1,17,2018-03-01,33.36843,60
1,17,2018-03-02,32.614426,61
